,accuracy,loss,val_accuracy,val_loss,learning_rate
0,0.27293267846107483,2.0296497344970703,0.05054151639342308,2.1477367877960205,0.0010000000474974513
1,0.5309534668922424,1.527999997138977,0.09566786885261536,2.046247959136963,0.0010000000474974513
2,0.6294622421264648,1.344896674156189,0.19494584202766418,1.9319567680358887,0.0010000000474974513
3,0.6863985657691956,1.225337028503418,0.4079422354698181,1.8155672550201416,0.0010000000474974513
4,0.7379123568534851,1.1280832290649414,0.4837545156478882,1.7480406761169434,0.0010000000474974513
5,0.7754179835319519,1.0602188110351562,0.4440433084964752,1.685400366783142,0.0010000000474974513
6,0.7930411100387573,0.9800558090209961,0.5523465871810913,1.6046193838119507,0.0010000000474974513
7,0.8192498683929443,0.9234016537666321,0.4332129955291748,1.5928243398666382,0.0010000000474974513
8,0.8413918018341064,0.8730252385139465,0.5198556184768677,1.5165717601776123,0.0010000000474974513
9,0.8477180004119873,0.831051766872406,0.6317689418792725,1.400014877319336,0.0010000000474974513
10,0.8635336756706238,0.7900655269622803,0.7454873919487,1.2189335823059082,0.0010000000474974513
11,0.8725711703300476,0.756010115146637,0.7202166318893433,1.2979614734649658,0.0010000000474974513
12,0.8779937028884888,0.7280955910682678,0.7581227421760559,1.132775902748108,0.0010000000474974513
13,0.8834161758422852,0.7012006044387817,0.7996389865875244,1.0281858444213867,0.0010000000474974513
14,0.8938093185424805,0.6647362112998962,0.7960288524627686,1.0198484659194946,0.0010000000474974513
15,0.8969724178314209,0.6411240100860596,0.826714813709259,0.9820382595062256,0.0010000000474974513
16,0.9042024612426758,0.6159994006156921,0.8357400894165039,0.9094489812850952,0.0010000000474974513
17,0.904654324054718,0.590772271156311,0.8465703725814819,0.845142662525177,0.0010000000474974513
18,0.9123361706733704,0.5668243169784546,0.8068591952323914,0.8161640167236328,0.0010000000474974513
19,0.9263443350791931,0.5370182991027832,0.8465703725814819,0.8001567125320435,0.0010000000474974513
20,0.9299593567848206,0.5135226845741272,0.8646209239959717,0.7230197191238403,0.0010000000474974513
21,0.9367374777793884,0.4939948320388794,0.8501805067062378,0.7219859957695007,0.0010000000474974513
22,0.9317668080329895,0.48204711079597473,0.828519880771637,0.7520779371261597,0.0010000000474974513
23,0.9263443350791931,0.4686698019504547,0.8537906408309937,0.7602454423904419,0.0010000000474974513
24,0.9380930662155151,0.4495946168899536,0.8501805067062378,0.7668650150299072,0.0010000000474974513
25,0.9380930662155151,0.43767261505126953,0.828519880771637,0.7723015546798706,0.0010000000474974513
26,0.9412562251091003,0.4199991226196289,0.8772563338279724,0.6771406531333923,0.0010000000474974513
27,0.9380930662155151,0.41574209928512573,0.8862816095352173,0.6114580035209656,0.0010000000474974513
28,0.9480343461036682,0.3939216136932373,0.8790614008903503,0.6195842027664185,0.0010000000474974513
29,0.9525530934333801,0.37864115834236145,0.8700361251831055,0.6160398721694946,0.0010000000474974513
30,0.9521012306213379,0.37014052271842957,0.7527076005935669,0.8871017694473267,0.0010000000474974513
31,0.9552643299102783,0.355490118265152,0.8194946050643921,0.7554499506950378,0.0010000000474974513
32,0.9516493678092957,0.34915539622306824,0.8772563338279724,0.5876213312149048,0.0010000000474974513
33,0.9525530934333801,0.33909448981285095,0.8754512667655945,0.5802892446517944,0.0010000000474974513
34,0.9575237035751343,0.3338828980922699,0.8790614008903503,0.5641195774078369,0.0010000000474974513
35,0.9588793516159058,0.31885838508605957,0.8646209239959717,0.547852098941803,0.0010000000474974513
36,0.9530049562454224,0.3186482787132263,0.8646209239959717,0.5670183897018433,0.0010000000474974513
37,0.9633980989456177,0.30315935611724854,0.832129955291748,0.6337403059005737,0.0010000000474974513
38,0.9584274888038635,0.29415327310562134,0.8826714754104614,0.5250405669212341,0.0010000000474974513
39,0.9602349996566772,0.28642624616622925,0.832129955291748,0.756292462348938,0.0010000000474974513
40,0.961590588092804,0.28268322348594666,0.8610108494758606,0.6683239936828613,0.0010000000474974513
